user_id,item_id,rating,timestamp
3361,53296,5.0,1543536132144
4471,1424,5.0,1543536168823
342,50326,5.0,1543536419204
10576,1953,5.0,1543536938535
7282,51145,5.0,1543537322164
10379,48856,4.0,1543537418850
9589,47022,5.0,1543537622999
5881,36890,4.0,1543537640643
10500,52273,3.0,1543537953505
11754,49095,4.0,1543537995585
1688,54210,3.0,1543538190386
13334,45168,5.0,1543538356928
11831,16598,5.0,1543538365872
11709,53372,5.0,1543538374046
9683,33327,4.0,1543538447411
10027,42818,4.0,1543538583382
10422,49628,5.0,1543538617827
2277,12874,5.0,1543538641659
2291,49725,4.0,1543539027521
10176,18442,5.0,1543539254922
3654,16875,3.0,1543539948374
3384,54438,5.0,1543539951382
2590,53896,5.0,1543539962353
134,32733,5.0,1543539963483
967,47668,4.0,1543539977728
3985,23277,4.0,1543539990354
9289,54878,5.0,1543540110602
5086,10947,5.0,1543540126041
3203,48570,5.0,1543540253160
3933,19813,4.0,1543540966531
9417,49739,5.0,1543540976344
1189,35360,3.0,1543541054162
4146,47284,4.0,1543541113164
5131,7162,5.0,1543541268812
5526,380,5.0,1543541399878
11938,24416,4.0,1543541551785
4667,56227,5.0,1543541818231
1548,32752,5.0,1543542125904
2061,22596,3.0,1543542382844
401,46557,4.0,1543542554097
9575,51683,5.0,1543542779488
2818,6953,3.0,1543542836889
11527,42136,5.0,1543542862349
1703,15421,5.0,1543543172384
1422,37139,5.0,1543543379783
2948,56022,3.0,1543543500267
2535,27626,5.0,1543543782731
13597,33019,4.0,1543543800676
4192,29332,3.0,1543543895989
2826,35549,3.0,1543543952682
197,4949,2.0,1543544025168
12976,28330,3.0,1543544126843
12564,27603,5.0,1543544323644
808,31174,5.0,1543544346944
6262,38340,5.0,1543544443375
8693,48297,5.0,1543544742301
1729,43033,5.0,1543544752053
5069,9245,5.0,1543545284920
7642,47377,4.0,1543545378655
12642,5721,5.0,1543545381478
11666,33189,5.0,1543545401673
296,2358,4.0,1543545543999
1486,50081,3.0,1543545659297
773,53912,5.0,1543545733428
3175,37085,5.0,1543546030904
6147,25515,4.0,1543546120080
8370,45298,5.0,1543546149766
8500,26375,5.0,1543546168300
3167,44105,5.0,1543546185174
6061,14873,5.0,1543546204709
4493,53268,5.0,1543546257771
3521,53472,5.0,1543546308868
4203,25812,5.0,1543546331875
4753,42194,5.0,1543546555783
10428,3129,3.0,1543546740611
2904,14481,4.0,1543546740613
7659,53750,5.0,1543547187936
4504,14246,5.0,1543547204125
4744,25991,5.0,1543547476093
1336,36324,3.0,1543547580845
6623,800,5.0,1543548818168
9885,26644,5.0,1543549042522
4380,45550,5.0,1543549086523
10411,26077,5.0,1543549735725
528,657,5.0,1543549800776
4392,44595,5.0,1543549811897
6690,40973,5.0,1543549893851
9102,33359,5.0,1543550152958
5088,40168,5.0,1543550373832
521,33285,5.0,1543550640478
3480,24718,5.0,1543551122810
8781,3152,5.0,1543551347938
2683,43866,5.0,1543551436835
5812,39298,4.0,1543551634334
3189,2603,5.0,1543551966888
11842,21691,5.0,1543552359413
3548,41953,2.0,1543552513248
1544,24581,3.0,1543552592888
439,30824,5.0,1543553043401
10236,12270,5.0,1543553795962
1696,28458,5.0,1543554062581
124,30809,5.0,1543554096797
2101,26079,5.0,1543554323060
69,19942,5.0,1543554949255
4185,15413,5.0,1543555373304
3774,56160,5.0,1543556194984
5111,54451,5.0,1543556527695
1895,5159,5.0,1543556634083
222,44209,4.0,1543556884288
235,45236,5.0,1543557025437
2888,38774,5.0,1543557033493
9638,35046,5.0,1543557300487
4365,11307,5.0,1543557687934
9322,4161,5.0,1543557855737
5038,50153,5.0,1543558010704
11265,52219,5.0,1543558803455
3844,11106,4.0,1543559065966
13523,50386,5.0,1543559361929
3723,26725,5.0,1543559638094
2085,50181,5.0,1543559885758
12846,41266,5.0,1543560189234
3484,49778,5.0,1543560261077
2873,35604,5.0,1543560574346
13654,39189,5.0,1543560595869
8370,13130,5.0,1543560615800
2003,30558,5.0,1543560622219
341,33602,5.0,1543560644797
10531,4337,5.0,1543560654845
2977,52127,5.0,1543560668870
3444,25280,5.0,1543560744021
197,48144,3.0,1543560748093
41,16348,5.0,1543561061148
1508,15563,5.0,1543561718284
6794,1477,5.0,1543562565188
442,35331,5.0,1543564308229
7094,50742,5.0,1543564450473
3817,1147,5.0,1543564784984
875,28785,5.0,1543566417545
205,26526,4.0,1543566554056
10497,24803,5.0,1543567350420
776,52098,4.0,1543568680114
4549,14966,5.0,1543569005542
948,17646,4.0,1543569364764
1672,52607,5.0,1543569439279
13311,12805,5.0,1543569880654
3043,32287,3.0,1543570831330
5224,56509,4.0,1543570896462
703,33148,4.0,1543571664595
1774,23137,5.0,1543572012528
5966,35131,5.0,1543572424759
11682,26251,5.0,1543573602699
2248,26018,4.0,1543573608631
159,28012,4.0,1543574336027
1991,24720,5.0,1543574361240
101,51566,5.0,1543574442308
2404,9578,5.0,1543574487430
450,10939,3.0,1543576456897
673,54397,5.0,1543576521362
2720,55663,5.0,1543576678414
5689,2485,3.0,1543580426530
5283,48897,5.0,1543580549539
7928,4781,1.0,1543580988805
4301,32968,5.0,1543581204142
1762,40757,4.0,1543581223143
1222,46454,5.0,1543581242797
1439,51620,5.0,1543581280023
3620,20165,4.0,1543581897171
12629,41600,5.0,1543581913451
6503,25862,5.0,1543581930550
10547,55709,5.0,1543581945813
13564,8963,5.0,1543581963804
8708,10169,5.0,1543581998311
4228,55602,5.0,1543582070693
9467,9601,5.0,1543582089007
12436,9311,5.0,1543583150248
1954,13680,4.0,1543583160120
1352,27025,5.0,1543583388563
7511,10159,5.0,1543583841401
1667,15053,5.0,1543583946507
2660,7689,5.0,1543583966142
2751,45498,5.0,1543583979501
9554,1455,3.0,1543584082754
8748,50921,5.0,1543584119862
6976,42964,5.0,1543584161973
6526,533,5.0,1543584252833
1673,6849,3.0,1543584563944
7313,29032,5.0,1543584578359
4318,27472,4.0,1543584680706
10406,55564,5.0,1543584833697
4026,28366,5.0,1543584856338
40,51599,4.0,1543584894566
2411,45041,5.0,1543584897437
8033,53418,5.0,1543584989902
6771,1524,4.0,1543585000003
